#                \hbar \omega(eV)     Re(chi) (e^2*a_0^2/eV) Im(chi) (e^2*a_0^2/eV)
     chi_1_1=  0.000000000000000E+00  0.976403131436298E+02  -.000000000000000E+00
     chi_2_1=  0.000000000000000E+00  0.102066922190036E-02  -.000000000000000E+00
     chi_3_1=  0.000000000000000E+00  -.579374336520192E+02  0.000000000000000E+00
     chi_1_2=  0.000000000000000E+00  0.101039432961768E-02  -.000000000000000E+00
     chi_2_2=  0.000000000000000E+00  0.782839942757031E+02  -.000000000000000E+00
     chi_3_2=  0.000000000000000E+00  -.588848437717905E-02  0.000000000000000E+00
     chi_1_3=  0.000000000000000E+00  -.579280979919216E+02  0.000000000000000E+00
     chi_2_3=  0.000000000000000E+00  -.589716397883653E-02  0.000000000000000E+00
     chi_3_3=  0.000000000000000E+00  0.778976581041016E+02  -.000000000000000E+00
     chi_1_1=  0.100000000000000E-01  0.976408240511946E+02  0.716750005243831E-02
     chi_2_1=  0.100000000000000E-01  0.102075767751788E-02  0.124308278027624E-05
     chi_3_1=  0.100000000000000E-01  -.579377782804968E+02  -.483542140336574E-02
     chi_1_2=  0.100000000000000E-01  0.101048248419331E-02  0.123882475387860E-05
     chi_2_2=  0.100000000000000E-01  0.782843212728991E+02  0.458695724010631E-02
     chi_3_2=  0.100000000000000E-01  -.588858398793105E-02  -.139898807774919E-05
     chi_1_3=  0.100000000000000E-01  -.579284425727823E+02  -.483476456121051E-02
     chi_2_3=  0.100000000000000E-01  -.589726398476205E-02  -.140457478388523E-05
     chi_3_3=  0.100000000000000E-01  0.778979820012162E+02  0.454366852590300E-02
     chi_1_1=  0.200000000000000E-01  0.976423568378274E+02  0.143359006843043E-01
     chi_2_1=  0.200000000000000E-01  0.102102306464199E-02  0.248645173583749E-05
     chi_3_1=  0.200000000000000E-01  -.579388122118296E+02  -.967148941630865E-02
     chi_1_2=  0.200000000000000E-01  0.101074696800694E-02  0.247793304595884E-05
     chi_2_2=  0.200000000000000E-01  0.782853023033733E+02  0.917446215497260E-02
     chi_3_2=  0.200000000000000E-01  -.588888283932220E-02  -.279824615204173E-05
     chi_1_3=  0.200000000000000E-01  -.579294763613072E+02  -.967017632557256E-02
     chi_2_3=  0.200000000000000E-01  -.589756402190483E-02  -.280942285954864E-05
     chi_3_3=  0.200000000000000E-01  0.778989537319253E+02  0.908789154842038E-02
     chi_1_1=  0.300000000000000E-01  0.976449116953706E+02  0.215061028050363E-01
     chi_2_1=  0.300000000000000E-01  0.102146544409758E-02  0.373039318614054E-05
     chi_3_1=  0.300000000000000E-01  -.579405355837373E+02  -.145088508916130E-01
     chi_1_2=  0.300000000000000E-01  0.101118784132870E-02  0.371760855563121E-05
     chi_2_2=  0.300000000000000E-01  0.782869374838008E+02  0.137630626175091E-01
     chi_3_2=  0.300000000000000E-01  -.588938098876686E-02  -.419804434728922E-05
     chi_1_3=  0.300000000000000E-01  -.579311994953389E+02  -.145068827403111E-01
     chi_2_3=  0.300000000000000E-01  -.589806414837272E-02  -.421481765027748E-05
     chi_3_3=  0.300000000000000E-01  0.779005734143379E+02  0.136332237699478E-01
     chi_1_1=  0.400000000000000E-01  0.976484889436365E+02  0.286790079843320E-01
     chi_2_1=  0.400000000000000E-01  0.102208491729328E-02  0.497519373911653E-05
     chi_3_1=  0.400000000000000E-01  -.579429486258078E+02  -.193481531686560E-01
     chi_1_2=  0.400000000000000E-01  0.101180520464192E-02  0.495813524478940E-05
     chi_2_2=  0.400000000000000E-01  0.782892270086846E+02  0.183533068970683E-01
     chi_3_2=  0.400000000000000E-01  -.589007853198582E-02  -.559865304375105E-05
     chi_1_3=  0.400000000000000E-01  -.579336122046734E+02  -.193455317409793E-01
     chi_2_3=  0.400000000000000E-01  -.589876446104319E-02  -.562103284249482E-05
     chi_3_3=  0.400000000000000E-01  0.779028412453528E+02  0.181802203045970E-01
     chi_1_1=  0.500000000000000E-01  0.976530890305267E+02  0.358555187828796E-01
     chi_2_1=  0.500000000000000E-01  0.102288162627220E-02  0.622114043573529E-05
     chi_3_1=  0.500000000000000E-01  -.579460516595865E+02  -.241900443171516E-01
     chi_1_2=  0.500000000000000E-01  0.101259919869291E-02  0.619979749939659E-05
     chi_2_2=  0.500000000000000E-01  0.782921711504288E+02  0.229457438580263E-01
     chi_3_2=  0.500000000000000E-01  -.589097560305113E-02  -.700034300573731E-05
     chi_1_3=  0.500000000000000E-01  -.579367148111460E+02  -.241867719960740E-01
     chi_2_3=  0.500000000000000E-01  -.589966509560942E-02  -.702834251762179E-05
     chi_3_3=  0.500000000000000E-01  0.779057575007288E+02  0.227294368844342E-01
     chi_1_1=  0.600000000000000E-01  0.976587125321940E+02  0.430365390838069E-01
     chi_2_1=  0.600000000000000E-01  0.102385575378311E-02  0.746852089496272E-05
     chi_3_1=  0.600000000000000E-01  -.579498450986936E+02  -.290351733814324E-01
     chi_1_2=  0.600000000000000E-01  0.101357000456058E-02  0.744288027142923E-05
     chi_2_2=  0.600000000000000E-01  0.782957702594340E+02  0.275409231587903E-01
     chi_3_2=  0.600000000000000E-01  -.589207237444934E-02  -.840338551014630E-05
     chi_1_3=  0.600000000000000E-01  -.579405077287518E+02  -.290312531521924E-01
     chi_2_3=  0.600000000000000E-01  -.590076622664530E-02  -.843702128429277E-05
     chi_3_3=  0.600000000000000E-01  0.779093225351876E+02  0.272814300661765E-01
     chi_1_1=  0.700000000000000E-01  0.976653601532535E+02  0.502229744250942E-01
     chi_2_1=  0.700000000000000E-01  0.102500752337197E-02  0.871762345924321E-05
